Brand,Stockcode,Description,Special Order Only,Sold As,Dealer excl GST,RRP in GST,Category
Shure,DH5B-O-LM3,Shure HEADSET MICROPHONE - BLACK/LEMO,*,EA,$828.41,"$1,429.00",DURAPLEX HEADSETS AND LAPELS
Shure,DH5B-O-MTQG,Shure HEADSET MICROPHONE - BLACK/TQG,,EA,$695.07,"$1,199.00",DURAPLEX HEADSETS AND LAPELS
Shure,DH5C/O-LM3,Shure HEADSET MICROPHONE - COCOA/LEMO,*,EA,$828.41,"$1,429.00",DURAPLEX HEADSETS AND LAPELS
Shure,DH5CO-MTQG,Shure HEADSET MICROPHONE - COCOA/TQG,,EA,$637.10,"$1,099.00",DURAPLEX HEADSETS AND LAPELS
Shure,DH5T/O-LM3,Shure HEADSET MICROPHONE - TAN/LEMO,*,EA,$828.41,"$1,429.00",DURAPLEX HEADSETS AND LAPELS
Shure,DH5T/O-MTQG,Shure HEADSET MICROPHONE - TAN/TQG,*,EA,$787.83,"$1,359.00",DURAPLEX HEADSETS AND LAPELS
Shure,DL4B/O-LM3-A,Shure LAPEL MICROPHONE - BLACK/LEMO,*,EA,$631.30,"$1,089.00",DURAPLEX HEADSETS AND LAPELS
Shure,DL4B/O-MTQG-A,Shure LAPEL MICROPHONE - BLACK/TQG,*,EA,$590.72,"$1,019.00",DURAPLEX HEADSETS AND LAPELS
Shure,DL4C/O-LM3-A,Shure LAPEL MICROPHONE - COCOA/LEMO,*,EA,$631.30,"$1,089.00",DURAPLEX HEADSETS AND LAPELS
Shure,DL4C/O-MTQG-A,Shure LAPEL MICROPHONE - COCOA/TQG,,EA,$492.17,$849.00,DURAPLEX HEADSETS AND LAPELS
Shure,DL4T/O-LM3-A,Shure LAPEL MICROPHONE - TAN/LEMO,*,EA,$631.30,"$1,089.00",DURAPLEX HEADSETS AND LAPELS
Shure,DL4T/O-MTQG-A,Shure LAPEL MICROPHONE - TAN/TQG,*,EA,$590.72,"$1,019.00",DURAPLEX HEADSETS AND LAPELS
Shure,DL4W/O-LM3-A,Shure LAPEL MICROPHONE - WHITE/LEMO,*,EA,$631.30,"$1,089.00",DURAPLEX HEADSETS AND LAPELS
Shure,DL4W/O-MTQG-A,Shure LAPEL MICROPHONE - WHITE/TQG,,EA,$492.17,$849.00,DURAPLEX HEADSETS AND LAPELS
Shure,AMVL-BAG,Shure DRAWSTRING CARRYING POUCH FOR MVL,*,EA,$28.41,$49.00,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,AMVL-CLIP,Shure TIE CLIP FOR MVL,*,EA,$5.79,$9.99,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,AMVL-FUR,Shure RYCOTE MINI-WINDJAMMER FOR MVL,*,EA,$55.07,$95.00,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,AMV-LTG,Shure LIGHTNING CABLE FOR MOTIV,*,EA,$60.87,$105.00,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,AMVL-WS,Shure WINDSCREEN FOR MVL,*,EA,$5.79,$9.99,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,AMV-PC,Shure PHONE CLAMP AND MIC CLIP FOR MV88+,*,EA,$60.87,$105.00,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,AMV-USB,Shure USB CABLE FOR MOTIV,*,EA,$34.20,$59.00,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,AMV-USBC15,Shure USB-C CABLE FOR MOTIV,*,EA,$60.87,$105.00,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,MV51-DIG,Shure LARGE-DIAPHRAGM USB CONDENSER MICROPHONE,*,EA,$300.87,$519.00,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,MV5-B-DIG,Shure USB CONDENSER RECORDING MICROPHONE - BLACK,,EA,$161.74,$279.00,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,MV6,Shure USB DYNAMIC STREAMING / GAMING MICROPHONE,,EA,$231.30,$399.00,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,MV7+BNDL,Shure BLACK USB/XLR DYNAMIC PODCASTING KIT,,EA,$463.19,$799.00,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,MV7+K,Shure BLACK USB/XLR DYNAMIC PODCASTING MICROPHONE,,EA,$434.20,$749.00,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,MV7+W,Shure WHITE USB/XLR DYNAMIC PODCASTING MICROPHONE,,EA,$434.20,$749.00,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,MV7I,Shure MV7I SMART MIC + INTERFACE,,EA,$538.55,$929.00,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,MV7X,Shure DYNAMIC PODCASTING MICROPHONE,,EA,$271.88,$469.00,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,MV88+DIG-VIDKIT,Shure MULTI-PATTERN SMARTPHONE RECORDING KIT,,EA,$387.83,$669.00,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,MV88+W-KIT-Z6,"Shure WIRELESS STEREO MIC, CAMERA RECEIVER",,EA,$753.04,"$1,299.00",MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,MV88+W-Z6,Shure WIRELESS STEREO MIC TO PHONE,,EA,$492.17,$849.00,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,MV88-USBC,Shure MULTI-PATTERN USBC MICROPHONE,,EA,$271.88,$469.00,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,MVL-3.5MM,Shure OMNI-DIRECTIONAL LAPEL MICROPHONE,*,EA,$115.36,$199.00,MOTIV MICROPHONES & RECORDING SOLUTIONS
Shure,A-IMXTP11-WB,Shure WALL BRACKET ACCESSORY FOR TOUCH PANEL,*,EA,$51.59,,INTELLIMIX ROOM KIT
Shure,IMXF5-A,Shure INTELLIMIX FOUNDATION SYSTEM,*,EA,"$5,672.03",,INTELLIMIX ROOM KIT
Shure,IMXF5-EXTWR-3YR,"Shure EXTENDED WARRANTY FOR IMXF5, 3 YEARS",*,EA,"$1,914.31",,INTELLIMIX ROOM KIT
Shure,IMXRK30-A,Shure SMALL/MEDIUM INTELLIMIX ROOM KIT,,EA,"$8,276.48",,INTELLIMIX ROOM KIT
Shure,IMXRK30-EXTWR-3YR,"Shure EXTENDED WARRANTY FOR IMXRK30, 3 YEARS",*,EA,"$2,260.71",,INTELLIMIX ROOM KIT
Shure,IMXRK50-A,Shure MEDIUM/LARGE INTELLIMIX ROOM KIT,,EA,"$9,781.30",,INTELLIMIX ROOM KIT
Shure,IMXRK50-EXTWR-3YR,"Shure EXTENDED WARRANTY FOR IMXRK50, 3 YEARS",*,EA,"$2,661.80",,INTELLIMIX ROOM KIT
Shure,IMXRK70-A,Shure LARGE  INTELIMIX ROOM KIT,*,EA,"$12,790.93",,INTELLIMIX ROOM KIT
Shure,IMXRK70-EXTWR-3YR,"Shure EXTENDED WARRANTY FOR IMXRK70, 3 YEARS",*,EA,"$3,281.68",,INTELLIMIX ROOM KIT
Shure,IMXRK80-A,Shure LARGE (MULTI-CAMERA) ROOM KIT,*,EA,"$21,067.42",,INTELLIMIX ROOM KIT
Shure,IMXRK80-EXTWR-3YR,"Shure EXTENDED WARRANTY FOR IMXRK80, 3 YEARS",*,EA,"$5,742.93",,INTELLIMIX ROOM KIT
Shure,SV100,Shure DYNAMIC VOCAL MICROPHONE,,EA,$40.00,$69.00,SV STARTER SERIES
Shure,MV-ONE-Z6,Shure ONE CHANNEL DIRECT TO PHONE WIRELESS LAVALIER MOVEMIC,,EA,$347.24,$599.00,MOVEMIC AND ACC
Shure,MV-R-Z6,Shure MOVEMIC RECEIVER,,EA,$289.28,$499.00,MOVEMIC AND ACC
Shure,MV-TWO-KIT-Z6,Shure 2 CHANNEL WITH RECEIVER MOVEMIC KIT,*,EA,$782.03,"$1,349.00",MOVEMIC AND ACC
Shure,MV-TWO-Z6,Shure TWO  CHANNEL DIRECT TO PHONE WIRELESS LAVALIER MOVEMIC,*,EA,$538.55,$929.00,MOVEMIC AND ACC
Shure,PGA52-XLR,Shure DYNAMIC KICK DRUM MICROPHONE WITH CABLE,,EA,$208.12,$359.00,PG ALTA SERIES WIRED MICROPHONES
Shure,PGA56-XLR,Shure DYNAMIC SNARE/TOM MICROPHONE WITH CABLE,*,EA,$126.96,$219.00,PG ALTA SERIES WIRED MICROPHONES
Shure,PGA57-XLR,Shure DYNAMIC INSTRUMENT MICROPHONE WITH CABLE,,EA,$109.57,$189.00,PG ALTA SERIES WIRED MICROPHONES
Shure,PGA58-QTR,Shure DYNAMIC VOCAL MICROPHONE WITH CABLE,,EA,$109.57,$189.00,PG ALTA SERIES WIRED MICROPHONES
Shure,PGA58-XLR,Shure DYNAMIC VOCAL MICROPHONE WITH CABLE,,EA,$109.57,$189.00,PG ALTA SERIES WIRED MICROPHONES
Shure,PGA81-XLR,Shure CONDENSER INSTRUMENT MICROPHONE,,EA,$219.71,$379.00,PG ALTA SERIES WIRED MICROPHONES
Shure,PGADRUMKIT4,Shure 4-PIECE DRUM MICROPHONE KIT,*,EA,$463.19,$799.00,PG ALTA SERIES WIRED MICROPHONES
Shure,PGADRUMKIT5,Shure 5-PIECE DRUM MICROPHONE KIT,,EA,$532.75,$919.00,PG ALTA SERIES WIRED MICROPHONES
Shure,PGADRUMKIT6,Shure 6-PIECE DRUM MICROPHONE KIT,,EA,$718.26,"$1,239.00",PG ALTA SERIES WIRED MICROPHONES
Shure,PGADRUMKIT7,Shure 7-PIECE DRUM MICROPHONE KIT,,EA,$892.17,"$1,539.00",PG ALTA SERIES WIRED MICROPHONES
Shure,DMK57-52,Shure 4-PIECE DRUM MICROPHONE KIT,*,EA,$695.07,"$1,199.00",SM SERIES MICROPHONES
Shure,SM137,Shure INSTRUMENT STUDIO MICROPHONE,*,EA,$289.27,$499.00,SM SERIES MICROPHONES
Shure,SM4-K,"Shure CONDENSER RECORDING MIC, BLACK W/ HARD MOUNT",,EA,$289.28,$499.00,SM SERIES MICROPHONES
Shure,SM4-K-KIT,"Shure CONDENSER RECORDING MIC, BLACK, W/ SHOCK MOUNT, CASE",,EA,$405.22,$699.00,SM SERIES MICROPHONES
Shure,SM57,Shure BEST-SELLING INSTRUMENT MICROPHONE,,EA,$200.00,$299.00,SM SERIES MICROPHONES
Shure,SM58,Shure BEST-SELLING VOCAL MICROPHONE,,EA,$200.00,$299.00,SM SERIES MICROPHONES
Shure,SM58S,Shure BEST-SELLING VOCAL MICROPHONE,,EA,$208.11,$359.00,SM SERIES MICROPHONES
Shure,SM81,Shure INSTRUMENT STUDIO MICROPHONE,*,EA,$695.07,"$1,199.00",SM SERIES MICROPHONES
Shure,VIP55SM,Shure DUAL MOUNT KIT FOR SM57,,EA,$521.16,$899.00,SM SERIES MICROPHONES
Shure,BETA181-BI,Shure SIDE-ADDRESS CONDENSER INSTRUMENT MICROPHONE,*,EA,$868.99,"$1,499.00",BETA SERIES MICROPHONES
Shure,BETA181-C,Shure SIDE-ADDRESS CONDENSER INSTRUMENT MICROPHONE,*,EA,$868.99,"$1,499.00",BETA SERIES MICROPHONES
Shure,BETA181-O,Shure SIDE-ADDRESS CONDENSER INSTRUMENT MICROPHONE,*,EA,$868.99,"$1,499.00",BETA SERIES MICROPHONES
Shure,BETA181-S,Shure SIDE-ADDRESS CONDENSER INSTRUMENT MICROPHONE,*,EA,$868.99,"$1,499.00",BETA SERIES MICROPHONES
Shure,BETA52A,Shure PREMIUM KICK DRUM MICROPHONE,,EA,$300.87,$519.00,BETA SERIES MICROPHONES
Shure,BETA56A,Shure PREMIUM SNARE/TOM MICROPHONE,,EA,$260.29,$449.00,BETA SERIES MICROPHONES
Shure,BETA57A,Shure BEST-SELLING INSTRUMENT MICROPHONE,,EA,$225.50,$389.00,BETA SERIES MICROPHONES
Shure,BETA58A,Shure BEST-SELLING VOCAL MICROPHONE,,EA,$260.28,$449.00,BETA SERIES MICROPHONES
Shure,BETA87A,Shure PREMIUM CONDENSER VOCAL MICROPHONE,*,EA,$405.22,$699.00,BETA SERIES MICROPHONES
Shure,BETA87C,Shure PREMIUM CONDENSER VOCAL MICROPHONE,*,EA,$405.22,$699.00,BETA SERIES MICROPHONES
Shure,BETA91A,Shure PREMIUM KICK DRUM MICROPHONE,,EA,$405.22,$699.00,BETA SERIES MICROPHONES
Shure,BETA98AD-C,Shure PREMIUM SNARE/TOM MICROPHONE,*,EA,$434.20,$749.00,BETA SERIES MICROPHONES
Shure,BETA98AMP-C,Shure PREMIUM INSTRUMENT MICROPHONE,*,EA,$503.77,$869.00,BETA SERIES MICROPHONES
Shure,BETA98H-C,Shure PREMIUM BRASS/WOODWIND MICROPHONE,*,EA,$387.83,$669.00,BETA SERIES MICROPHONES
Shure,BETA98S,Shure PREMIUM INSTRUMENT MICROPHONE,*,EA,$358.84,$619.00,BETA SERIES MICROPHONES
Shure,WB98H-C,Shure PREMIUM INSTRUMENT MICROPHONE,,EA,$279.47,,BETA SERIES MICROPHONES
Shure,NXN2,Shure NEXADYNE KICK DRUM MICROPHONE,,EA,$405.22,$699.00,NEXADYNE SERIES
Shure,NXN5,Shure NEXADYNE AMPLIFIER MICROPHONE,,EA,$358.84,$619.00,NEXADYNE SERIES
Shure,NXN6,Shure NEXADYNE TOM MICROPHONE,,EA,$405.22,$699.00,NEXADYNE SERIES
Shure,NXN6-3PK,Shure NEXADYNE TOM MICROPHONE - BLACK - 3 PACK,,EA,"$1,042.90","$1,799.00",NEXADYNE SERIES
Shure,NXN8-C,"Shure NEXADYNE DYNAMIC VOCAL MIC, CARDIOID, BLACK",,EA,$457.39,$789.00,NEXADYNE SERIES
Shure,NXN8-S,"Shure NEXADYNE DYNAMIC VOCAL MIC, SUPERCARDIOID, BLACK",*,EA,$457.39,$789.00,NEXADYNE SERIES
Shure,A6D,Shure NXN6 MIC CLIP/SWIVEL ADAPTER,,EA,$63.19,$109.00,NEXADYNE ACCESSORIES
Shure,RPM284,Shure GRILLE FOR NXN2-BLACK,,EA,$45.80,$79.00,NEXADYNE ACCESSORIES
Shure,RPM285,Shure GRILLE FOR NXN5-BLACK,,EA,$40.00,$69.00,NEXADYNE ACCESSORIES
Shure,RPM286,Shure GRILLE FOR NXN6-BLACK,,EA,$40.00,$69.00,NEXADYNE ACCESSORIES
Shure,KSM11,Shure PREMIUM CONDENSER VOCAL MICROPHONE,*,EA,"$1,158.84","$1,999.00",KSM SERIES MICROPHONES
Shure,KSM137-SL,Shure CONDENSER INSTRUMENT STUDIO MICROPHONE,*,EA,$538.55,$929.00,KSM SERIES MICROPHONES
Shure,KSM137-SL-ST,Shure CONDENSER INSTRUMENT STUDIO MICROPHONES,*,EA,"$1,147.25","$1,979.00",KSM SERIES MICROPHONES
Shure,KSM141-SL,Shure CONDENSER INSTRUMENT STUDIO MICROPHONE,*,EA,$712.46,"$1,229.00",KSM SERIES MICROPHONES
Shure,KSM141-SL-ST,Shure CONDENSER INSTRUMENT STUDIO MICROPHONES,*,EA,"$1,471.88","$2,539.00",KSM SERIES MICROPHONES
Shure,KSM32-CG,Shure LARGE-DIAPHRAGM STUDIO CONDENSER MICROPHONE CHARCOAL,,EA,$973.33,"$1,679.00",KSM SERIES MICROPHONES
Shure,KSM32-SL,Shure LARGE-DIAPHRAGM CONDENSER STUDIO MICROPHONE CHAMPAGNE,,EA,"$1,037.10","$1,789.00",KSM SERIES MICROPHONES
Shure,KSM42-SG,Shure LARGE-DIAPHRAGM STUDIO CONDENSER VOCAL MICROPHONE SILVERGREY,*,EA,"$1,425.51","$2,459.00",KSM SERIES MICROPHONES
Shure,KSM44A-SL,Shure MULTI-PATTERN STUDIO CONDENSER MICROPHONE,*,EA,"$1,692.17","$2,919.00",KSM SERIES MICROPHONES
Shure,KSM8-B,Shure DUALDYNE DYNAMIC VOCAL MICROPHONE - BLACK,*,EA,$579.13,$999.00,KSM SERIES MICROPHONES
Shure,KSM8-N,Shure DUALDYNE DYNAMIC VOCAL MICROPHONE - NICKEL,*,EA,$579.13,$999.00,KSM SERIES MICROPHONES
Shure,KSM9-CG,Shure FLAGSHIP CONDENSER VOCAL MICROPHONE - GREY,*,EA,$868.99,"$1,499.00",KSM SERIES MICROPHONES
Shure,KSM9-HS,Shure FLAGSHIP CONDENSER VOCAL MICROPHONE - BLACK,*,EA,$868.99,"$1,499.00",KSM SERIES MICROPHONES
Shure,A300PC,Shure POLISHING CLOTH,*,EA,$22.46,$38.74,KSM SERIES ACCESSORIES
Shure,A300SM,Shure WIRE ROPE SHOCK MOUNT FOR KSM353,*,EA,$486.38,$839.00,KSM SERIES ACCESSORIES
Shure,A313SC,Shure ALUMINIUM CARRYING CASE FOR KSM313,*,EA,$155.94,$269.00,KSM SERIES ACCESSORIES
Shure,A313VB,Shure VELVETEEN POUCH FOR KSM313,*,EA,$22.46,$38.74,KSM SERIES ACCESSORIES
Shure,A32M,Shure SWIVEL MOUNT FOR KSM32/42,*,EA,$155.94,$269.00,KSM SERIES ACCESSORIES
Shure,A32SM,Shure SHOCK MOUNT FOR KSM32,*,EA,$329.86,$569.00,KSM SERIES ACCESSORIES
Shure,A353SC,Shure ALUMINIUM CARRYING CASE FOR KSM353,*,EA,$155.94,$269.00,KSM SERIES ACCESSORIES
Shure,A353VB,Shure VELVETEEN POUCH FOR KSM353,*,EA,$22.46,,KSM SERIES ACCESSORIES
Shure,A42PF,Shure REPLACEMENT POP FILTER FOR KSM42,*,EA,$124.64,$215.00,KSM SERIES ACCESSORIES
Shure,A42SC,Shure ALUMINIUM CARRYING CASE FOR KSM42/44A,*,EA,$231.30,$399.00,KSM SERIES ACCESSORIES
Shure,A42SM,Shure SHOCK MOUNT FOR KSM42,*,EA,$329.86,$569.00,KSM SERIES ACCESSORIES
Shure,A42VB,Shure VELVETEEN POUCH FOR KSM42,*,EA,$28.41,$49.00,KSM SERIES ACCESSORIES
Shure,A44ASM,Shure SHOCK MOUNT FOR KSM44A-SL,*,EA,$329.86,$569.00,KSM SERIES ACCESSORIES
Shure,520DX,Shure GREEN BULLET HARMONICA MICROPHONE,*,EA,$248.70,$429.00,VINTAGE MICROPHONES
Shure,SUPER55,Shure DELUXE BUDDY HOLLY VOCAL MICROPHONE,,EA,$364.64,$629.00,VINTAGE MICROPHONES
Shure,WH20QTR,Shure DYNAMIC HEADSET VOCAL MICROPHONE,,EA,$148.33,,WIRED HEADSET MICROPHONES
Shure,WH20XLR,Shure DYNAMIC HEADSET VOCAL HEADSET,,EA,$148.33,,WIRED HEADSET MICROPHONES
Shure,SM63,Shure OMNI-DIRECTIONAL INTERVIEWING MICROPHONE,*,EA,$306.67,$529.00,BROADCAST MICROPHONES
Shure,SM63L,Shure OMNI-DIRECTIONAL INTERVIEW MICROPHONE,*,EA,$362.32,$625.00,BROADCAST MICROPHONES
Shure,SM63LB,Shure OMNI-DIRECTIONAL INTERVIEW MICROPHONE,,EA,$318.26,$549.00,BROADCAST MICROPHONES
Shure,SM7B,Shure BEST-SELLING STUDIO DYNAMIC VOCAL MICROPHONE,,EA,$753.04,"$1,299.00",BROADCAST MICROPHONES
Shure,SM7DB,Shure STUDIO DYNAMIC VOCAL MICROPHONE,,EA,$753.04,"$1,299.00",BROADCAST MICROPHONES
Shure,VP64A,Shure OMNI-DIRECTIONAL FIELD MICROPHONE,*,EA,$194.20,$335.00,BROADCAST MICROPHONES
Shure,VP64AL,Shure OMNI-DIRECTIONAL FIELD MICROPHONE,*,EA,$213.91,$369.00,BROADCAST MICROPHONES
Shure,VP88,Shure STEREO CONDENSER MICROPHONE,*,EA,"$1,796.52","$3,099.00",BROADCAST MICROPHONES
Shure,VP82,Shure SHORT SHOTGUN MICROPHONE,*,EA,$497.97,$859.00,VP SERIES SHOTGUN MICROPHONES
Shure,VP83,Shure CAMERA-MOUNT SHOTGUN MICROPHONE,,EA,$422.61,$729.00,VP SERIES SHOTGUN MICROPHONES
Shure,VP83F,Shure CAMERA-MOUNT SHOTGUN MICROPHONE,,EA,$608.12,"$1,049.00",VP SERIES SHOTGUN MICROPHONES
Shure,VP89L,Shure LONG SHOTGUN MICROPHONE,*,EA,"$1,883.48","$3,249.00",VP SERIES SHOTGUN MICROPHONES
Shure,VP89M,Shure MEDIUM SHOTGUN MICROPHONE,*,EA,"$1,958.84","$3,379.00",VP SERIES SHOTGUN MICROPHONES
Shure,VP89S,Shure SHORT SHOTGUN MICROPHONE,*,EA,"$1,506.67","$2,599.00",VP SERIES SHOTGUN MICROPHONES
Shure,VP82M-CC,Shure SHORT SHOTGUN MICROPHONE,*,EA,$805.22,"$1,389.00",VP SERIES SHOTGUN MICROPHONE KITS
Shure,VP82M-PG,Shure SHORT SHOTGUN MICROPHONE,*,EA,$822.61,"$1,419.00",VP SERIES SHOTGUN MICROPHONE KITS
Shure,VP82M-SH,Shure SHORT SHOTGUN MICROPHONE,*,EA,$729.86,"$1,259.00",VP SERIES SHOTGUN MICROPHONE KITS
Shure,VP82SW-KIT,Shure SHORT SHOTGUN MICROPHONE,*,EA,"$1,697.97","$2,929.00",VP SERIES SHOTGUN MICROPHONE KITS
Shure,A89LM-BA,Shure DOUBLE LYRE BOOM MOUNT FOR VP89L,*,EA,$347.25,$599.00,VP SERIES & RYCOTE ACCESSORIES
Shure,A89LW-KIT,Shure WINDSHIELD KIT FOR VP89L,*,EA,"$1,935.65","$3,339.00",VP SERIES & RYCOTE ACCESSORIES
Shure,A89LW-SFT,Shure SOFTIE WINDSHIELD FOR VP89L,*,EA,$310.14,$535.00,VP SERIES & RYCOTE ACCESSORIES
Shure,A89MC,Shure CARRYING CASE FOR VP89M,*,EA,$86.38,$149.00,VP SERIES & RYCOTE ACCESSORIES
Shure,A89M-CC,Shure LYRE MOUNT WITH CCA FOR VP89S/M,*,EA,$324.06,$559.00,VP SERIES & RYCOTE ACCESSORIES
Shure,A89M-PG,Shure PISTOL GRIP MOUNT FOR VP89S/M,*,EA,$307.25,$530.00,VP SERIES & RYCOTE ACCESSORIES
Shure,A89M-SH,Shure SHOE MOUNT FOR VP89S/M,*,EA,$223.19,$385.00,VP SERIES & RYCOTE ACCESSORIES
Shure,A89MW,Shure RYCOTE FOAM WINDSCREEN FOR VP89M,*,EA,$103.77,$179.00,VP SERIES & RYCOTE ACCESSORIES
Shure,A89MW-JMR,Shure RYCOTE REPLACEMENT WINDJAMMER FOR VP89M,*,EA,$451.59,$779.00,VP SERIES & RYCOTE ACCESSORIES
Shure,A89MW-KIT,Shure WINDSHIELD KIT FOR VP89M,*,EA,"$1,866.09","$3,219.00",VP SERIES & RYCOTE ACCESSORIES
Shure,A89MW-SFT,Shure SOFTIE WINDSHIELD FOR VP89M,*,EA,$310.14,$535.00,VP SERIES & RYCOTE ACCESSORIES
Shure,A89SW,Shure FOAM WINDSCREEN FOR VP82/89S,*,EA,$103.77,$179.00,VP SERIES & RYCOTE ACCESSORIES
Shure,A89SW-JMR,"Shure RYCOTE REPLACEMENT WINDJAMMER VP89S,VP82",*,EA,$451.59,$779.00,VP SERIES & RYCOTE ACCESSORIES
Shure,A89SW-KIT,Shure WINDSHIELD KIT FOR VP89S,*,EA,"$1,657.39","$2,859.00",VP SERIES & RYCOTE ACCESSORIES
Shure,A89SW-SFT,Shure SOFTIE WINDSHIELD FOR VP82/89S,*,EA,$289.28,$499.00,VP SERIES & RYCOTE ACCESSORIES
Shure,A89U,Shure DOUBLE-BARREL ADAPTER FOR VP89,*,EA,$399.42,$689.00,VP SERIES & RYCOTE ACCESSORIES
Shure,RPM89L,Shure REPLACEMENT CAPSULE FOR VP89L,*,EA,"$1,767.54","$3,049.00",VP SERIES & RYCOTE ACCESSORIES
Shure,RPM89M,Shure REPLACEMENT CAPSULE FOR VP89M,*,EA,"$1,524.06","$2,629.00",VP SERIES & RYCOTE ACCESSORIES
Shure,RPM89-PRE,Shure REPLACEMENT PRE-AMPLIFIER FOR VP89,*,EA,$727.54,"$1,255.00",VP SERIES & RYCOTE ACCESSORIES
Shure,RPM89S,Shure REPLACEMENT CAPSULE FOR VP89S,*,EA,"$1,042.90","$1,799.00",VP SERIES & RYCOTE ACCESSORIES
Shure,X2U,Shure XLR-TO-USB ADAPTER,*,EA,$173.33,$299.00,RECORDING ADAPTER
Shure,SM11,Shure DYNAMIC LAPEL MICROPHONE,*,EA,$277.68,$479.00,PAGING/COMMUNICATION MICROPHONES
Shure,G12B,Shure GOOSENECK - 30CM,*,EA,$49.28,$85.00,DYNAMIC GOOSENECK MICROPHONES
Shure,CVB-BC,Shure BOUNDARY MICROPHONE,,EA,$190.72,$329.00,CV SERIES INSTALLED MICROPHONES
Shure,CVB-BO,Shure BOUNDARY MICROPHONE,*,EA,$225.51,$389.00,CV SERIES INSTALLED MICROPHONES
Shure,CVB-WC,Shure BOUNDARY MICROPHONE,*,EA,$225.51,$389.00,CV SERIES INSTALLED MICROPHONES
Shure,CVB-WO,Shure BOUNDARY MICROPHONE,*,EA,$225.51,$389.00,CV SERIES INSTALLED MICROPHONES
Shure,CVD-B,Shure DESKTOP BASE,*,EA,$138.55,$239.00,CV SERIES INSTALLED MICROPHONES
Shure,CVG12D-BC,Shure GOOSENECK MICROPHONE WITH BASE,,EA,$356.52,$615.00,CV SERIES INSTALLED MICROPHONES
Shure,CVG12DS-BC,Shure GOOSENECK MICROPHONE WITH BASE AND LED,,EA,$353.04,$609.00,CV SERIES INSTALLED MICROPHONES
Shure,CVG18RS-B-C,Shure GOOSENECK MICROPHONE WITH BASE,*,EA,$264.93,$457.00,CV SERIES INSTALLED MICROPHONES
Shure,MX400DP,"Shure SMALL DESKTOP BASE W/INPUT, PREAMP & LED",*,EA,$406.53,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX400SMP,Shure SHOCK MOUNT PREAMP FOR MX405 & MX410,*,EA,$217.86,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX405-C,Shure 5IN CARDIOID GOOSENECK W/PREAMP,*,EA,$536.79,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX405-N,"Shure MICROPHONE, GOOSENECK W/PREAMP",*,EA,$417.76,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX405-S,Shure 5IN S.CARDIOID GOOSENECK W/PREAMP,*,EA,$536.79,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX405WLP,Shure SOFT BUNDLE MX405WLP,*,EA,$343.63,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX405WLP-N,"Shure MICROPHONE, GOOSENECK NO PREAMP",*,EA,$298.72,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX405WRLP-C,Shure SOFT BUNDLE MX405WRLP/N + R185W-A,*,EA,$361.61,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX410-C,Shure 10IN CARDIOID GOOSENECK W/PREAMP,*,EA,$536.79,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX410LP-C,Shure 10IN CARDIOID GOOSENECK LESS PREAMP,,EA,$395.29,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX410LPDF-C,Shure 10IN DUALFLEX CARDIOID GNECK LESS PREAMP,*,EA,$395.29,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX410LPDF-S,Shure 10IN DUALFLEX GNECK LESS PREAMP S.CARDIO,*,EA,$395.29,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX410LP-S,Shure 10IN S.CARDIOID GOOSENECK LESS PREAMP,,EA,$395.29,,MICROFLEX MODULAR GOOSENECK MICROPHONES
Shure,MX410-N,"Shure 10IN MICROPHONE, GOOSENECK NO CAPSULE W/PREAMP",*,EA,$417.76,,MICROFLEX MODULAR GOOSENECK MICROPHONES
