Ingram Part Number,Ingram Part Description,Customer Part Number,Vendor Part Number,EANUPC Code,Plant,Vendor Number,Vendor Name,Size,Weight,Volume,Unit,Category ID,Customer Price,Retail Price,Availability Flag,Available Quantity,Backlog Information,Backlog ETA,License Flag,BOM Flag,Material Long Description,Length,Width,Height,Dimension Unit,Weight Unit,Volume Unit,Category,Material Creation Reason code,Media Code,Material Language Code,Substitute Material,Manufacturer Vendor Number,Sub-Category,Product Family,Purchasing Vendor,Material Change Code,Price Status,New Material Flag,Vendor Subrange,Case Qty,Pallet Qty,Direct Order identifier,Material Status,Release Date,Fulfilment type,Music Copyright Fees,Recycling Fees,Document Copyright Fees,Battery Fees,Customer Price with Tax,Retail Price with Tax,Tax Percent,Discount in Percent,Customer Reservation Number,Customer Reservation Qty,Agreement ID,Level ID,Period,Points,Company code,Customer Currency Code,Customer Price Change Flag,Substitute Flag,Availability (Local Stock),Availability (Central Stock),Creation Reason Type,Creation Reason Value,Plant 01 Available Quantity,Plant 02 Available Quantity,VAT Rate,Product Group,MRP Controller,Shipping Country,Local Stock Backlog Quantity,Local Stock Backlog ETA,Central Stock Backlog Quantity,Central Stock Backlog ETA,Customer Price Including Fees,Total Fees,Category Description,Sub-Category Description,Category ID Description
000000000004524872,Radeon Pro WX 3200 4GB,,100-506115,727419416689,NZ01,0000500014,AMD,,0.4500,2663.0000,EA,002149,313.25,399.00,,0,0,,,,Radeon Pro WX 3200 4GB PCIE 3.0 16X 4X DP RETAIL,24.6000,16.4000,6.6000,CM,KG,CCM,021,C,,IN,,0000500014,013,AMD Components Graphics Cards,0000100317,NEW,C,,459471,0005,0000,,,,,0,0,0,0,360.24,458.85,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 313.25, 0.00,Components,Graphics Cards,AMD Graphics Cards
000000000002986405,A8 7670K 3.9 GHZ BLACK PIB,,AD767KXBJCBOX,730143305457,NZ01,0000500014,AMD,,0.3000,622.0000,EA,002347,162.67,195.00,,0,0,,,,A8 7670K 3.9 GHZ BLACK SKT FM2 L2 4MB 95W PIB,11.4000,8.8000,6.2000,CM,KG,CCM,021,C,,,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0010,0000,,,,,0,0,0,0,187.07,224.25,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 162.67, 0.00,Components,Processors,AMD Processors
000000000004395140,ATHLON 220GE 3.3GHZ.,,YD220GC6FBBOX,730143309516,NZ01,0000500014,AMD,,1.0000,1.0000,EA,002347,99.00,112.46,,0,0,,,,ATHLON 220GE 3.3GHZ SKT AM4 L2 5MB 35W PIB,1.0000,1.0000,1.0000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0000,0000,,,,,0,0,0,0,113.85,129.33,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 99, 0.00,Components,Processors,AMD Processors
000000000004395143,ATHLON 240GE 3.5GHZ,,YD240GC6FBBOX,730143309493,NZ01,0000500014,AMD,,1.0000,1.0000,EA,002347,119.00,132.91,,0,0,,,,ATHLON 240GE 3.5GHZ SKT AM4 L2 5MB 35W PIB,1.0000,1.0000,1.0000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0000,0000,,,19000101,,0,0,0,0,136.85,152.85,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 119, 0.00,Components,Processors,AMD Processors
000000000004504985,RYZEN 5 3600 WITH WRAITH STEALTH COOLER,,100-100000031BOX,730143309936,NZ01,0000500014,AMD,,0.4400,1229.0000,EA,002347,235.00,378.28,,0,0,,,,RYZEN 5 3600 6 CORE 12 THREAD 4200MHZ AM4 36MB WITH WRAITH STEALTH COOLER,13.5000,13.0000,7.0000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0010,0000,,,19000101,,0,0,0,0,270.25,435.02,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 235, 0.00,Components,Processors,AMD Processors
000000000004669276,RYZEN THREADRIPPER 3960X 24C,,100-100000010WOF,730143311885,NZ01,0000500014,AMD,,1.0500,3776.0000,EA,002347,2399.00,0.00,,0,0,,,,RYZEN THREADRIPPER 3960X 24C 4.5GHZ SKT TR4 128MB 280W WOF,19.6000,17.2000,11.2000,CM,KG,CCM,021,N,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,N,,450816,0004,0000,,,,,0,0,0,0,2758.85,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 2399, 0.00,Components,Processors,AMD Processors
000000000004669277,RYZEN THREADRIPPER 3970X 32C,,100-100000011WOF,730143311908,NZ01,0000500014,AMD,,0.7000,3694.0000,EA,002347,3399.00,0.00,,0,0,,,,RYZEN THREADRIPPER 3970X 32C 4.5GHZ SKT TR4 128MB 280W WOF,17.0000,11.2000,19.4000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,0000,,,,,0,0,0,0,3908.85,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 3399, 0.00,Components,Processors,AMD Processors
000000000004788696,AMD RYZEN THREADRIPPER 3990X WITHOUT COO,,100-100000163WOF,730143312110,NZ01,0000500014,AMD,,0.8000,3737.0000,EA,002347,6499.00,7199.00,,0,0,,,,AMD RYZEN THREADRIPPER 3990X WITHOUT COOLER,17.2000,11.2000,19.4000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,0000,,,19000101,,0,0,0,0,7473.85,8278.85,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 6499, 0.00,Components,Processors,AMD Processors
000000000005041321,RYZEN 9 5900X 4.80GHZ 12 CORE SKT AM4 WO,,100-100000061WOF,730143312738,NZ01,0000500014,AMD,,0.0500,1389.0000,EA,002347,979.00,0.00,,0,0,,,,RYZEN 9 5900X 4.80GHZ 12 CORE SKT AM4 70MB 105W WOF,13.8000,13.6000,7.4000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,0000,,,19000101,,0,0,0,0,1125.85,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 979, 0.00,Components,Processors,AMD Processors
000000000005041322,RYZEN 9 5950X 4.90GHZ 16 CORE SKT AM4 WO,,100-100000059WOF,730143312745,NZ01,0000500014,AMD,,0.0900,672.0000,EA,002347,1405.00,0.00,,0,0,,,,RYZEN 9 5950X 4.90GHZ 16 CORE SKT AM4 72MB 105W WOF,12.5000,11.2000,4.8000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,0000,,,19000101,,0,0,0,0,1615.75,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 1405, 0.00,Components,Processors,AMD Processors
000000000005041323,RYZEN 7 5800X 4.70GHZ 8 CORE SKT AM4 36M,,100-100000063WOF,730143312714,NZ01,0000500014,AMD,,0.9990,1.0000,EA,002347,805.00,0.00,,0,0,,,,RYZEN 7 5800X 4.70GHZ 8 CORE SKT AM4 36MB 105W WOF,1.0000,1.0000,1.0000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,0000,,,19000101,,0,0,0,0,925.75,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 805, 0.00,Components,Processors,AMD Processors
000000000005041375,RYZEN 5 5600X 4.60GHZ 6 CORE SKT AM4 35M,,100-100000065BOX,730143312042,NZ01,0000500014,AMD,,0.4400,1368.0000,EA,002347,525.00,0.00,,0,0,,,,RYZEN 5 5600X 4.60GHZ 6 CORE SKT AM4 35MB 65W PIB,13.8000,13.4000,7.4000,CM,KG,CCM,021,A,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,A,,450816,0005,0000,,,19000101,,0,0,0,0,603.75,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 525, 0.00,Components,Processors,AMD Processors
000000000005134970,Threadripper PRO 3975WX 32C 4.2GHZ SKT,,100-100000086WOF,730143312943,NZ01,0000500014,AMD,,0.3600,1092.0000,EA,002347,4658.63,4999.00,,0,0,,,,Threadripper PRO 3975WX 32C 4.2GHZ SKT SWRX8 144MB 280W WOF,13.0000,12.0000,7.0000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,0000,,,19000101,,0,0,0,0,5357.42,5748.85,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 4658.63, 0.00,Components,Processors,AMD Processors
000000000005134971,Threadripper PRO 3995WX 64C 4.2GHZ SKT,,100-100000087WOF,730143312936,NZ01,0000500014,AMD,,0.3600,1121.0000,EA,002347,9319.06,9245.00,,0,0,,,,Threadripper PRO 3995WX 64C 4.2GHZ SKT SWRX8 288MB 280W WOF,13.0000,11.5000,7.5000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,0000,,,19000101,,0,0,0,0,10716.92,10631.75,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 9319.06, 0.00,Components,Processors,AMD Processors
000000000005134972,Threadripper PRO 3955WX 16C 4.2GHZ SKT,,100-100000167WOF,730143312950,NZ01,0000500014,AMD,,0.3600,1121.0000,EA,002347,1917.19,2499.00,,0,0,,,,Threadripper PRO 3955WX 16C 4.2GHZ SKT SWRX8 72MB 280W WOF,13.0000,11.5000,7.5000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,0000,,,19000101,,0,0,0,0,2204.77,2873.85,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 1917.19, 0.00,Components,Processors,AMD Processors
000000000005231180,Ryzen 5 5600G 4.40GHz 6CORE SKT AM4 19MB,,100-100000252BOX,730143313414,NZ01,0000500014,AMD,,0.3500,1368.0000,EA,002347,455.00,0.00,,0,0,,,,Ryzen 5 5600G 4.40GHz 6CORE SKT AM4 19MB 65W Radeon PIB,13.4000,13.8000,7.4000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0010,0000,,,19000101,,0,0,0,0,523.25,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 455, 0.00,Components,Processors,AMD Processors
000000000005231206,Ryzen 7 5700G 4.60GHZ 8CORE,,100-100000263BOX,730143313377,NZ01,0000500014,AMD,,0.9900,1368.0000,EA,002347,615.00,0.00,,0,0,,,,SKT AM4 20MB 65W Radeon PIB,14.0000,13.2000,7.4000,CM,KG,CCM,021,B,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,B,,450816,0010,0020,,,19000101,,0,0,0,0,707.25,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 615, 0.00,Components,Processors,AMD Processors
000000000005497074,R5-5600 4.20GHZ 8 CORE SKT AM4 36MB 65W,,100-100000927BOX,730143314190,NZ01,0000500014,AMD,,0.4600,1368.0000,EA,002347,330.00,365.00,,0,0,,,,R5-5600 4.20GHZ 8 CORE SKT AM4 36MB 65W Box,13.8000,13.4000,7.4000,CM,KG,CCM,021,B,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,B,,450816,0010,9999,,,19000101,,0,0,0,0,379.5,419.75,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 330, 0.00,Components,Processors,AMD Processors
000000000005504149,R3-4100 4.00GHZ 4 CORE Multi Pack,,100-100000510MPK,730143314084,NZ01,0000500014,AMD,,0.9990,0.0000,EA,002347,169.00,0.00,,0,0,,,,R3-4100 4.00GHZ 4 CORE Multi Pack,0.0000,0.0000,0.0000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0000,0000,,,19000101,,0,0,0,0,194.35,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 169, 0.00,Components,Processors,AMD Processors
000000000005505023,R7-5700X 4.60GHZ 8 CORE SKT AM4 36MB 65W,,100-100000926WOF,730143314275,NZ01,0000500014,AMD,,0.9990,1408.0000,EA,002347,495.00,0.00,,0,0,,,,R7-5700X 4.60GHZ 8 CORE SKT AM4 36MB 65W WOF,13.7000,13.7000,7.5000,CM,KG,CCM,021,B,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,B,,450816,0004,0000,,,19000101,,0,0,0,0,569.25,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 495, 0.00,Components,Processors,AMD Processors
000000000005566366,Threadripper PRO 5975WX SP3 4.5GHZ SKT,,100-100000445WOF,730143314381,NZ01,0000500014,AMD,,0.8900,3776.0000,EA,002347,5572.44,6129.00,,0,0,,,,Threadripper PRO 5975WX SP3 4.5GHZ SKT SWRX8 144MB 280W WOF,19.6000,17.2000,11.2000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,0000,,,19000101,,0,0,0,0,6408.31,7048.35,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 5572.44, 0.00,Components,Processors,AMD Processors
000000000005566367,Threadripper PRO 5995WX SP3 4.5GHZ SKT,,100-100000444WOF,730143314367,NZ01,0000500014,AMD,,0.8800,3647.0000,EA,002347,10956.62,12050.00,,0,0,,,,Threadripper PRO 5995WX SP3 4.5GHZ SKT SWRX8 288MB 280W WOF,19.5000,17.0000,11.0000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,0000,,,19000101,,0,0,0,0,12600.11,13857.50,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 10956.62, 0.00,Components,Processors,AMD Processors
000000000005566368,Threadripper PRO 5965WX SP3 4.5GHZ SKT,,100-100000446WOF,730143314404,NZ01,0000500014,AMD,,0.8500,3713.0000,EA,002347,4018.96,4425.00,,0,0,,,,Threadripper PRO 5965WX SP3 4.5GHZ SKT SWRX8 140MB 280W WOF,19.5000,17.0000,11.2000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,0000,,,19000101,,0,0,0,0,4621.8,5088.75,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 4018.96, 0.00,Components,Processors,AMD Processors
000000000005609730,R9-7950X 4.50GHZ 12 CORE SKT AM5 80MB WO,,100-100000514WOF,730143314534,NZ01,0000500014,AMD,,0.2000,1603.0000,EA,002347,1199.00,0.00,,0,0,,,,R9-7950X 4.50GHZ 12 CORE SKT AM5 80MB 170W WOF,13.4000,13.0000,9.2000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,0000,,,19000101,,0,0,0,0,1378.85,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 1199, 0.00,Components,Processors,AMD Processors
000000000005609731,R9-7900X 4.70GHZ 12 CORE SKT AM5 76MB WO,,100-100000589WOF,730143314558,NZ01,0000500014,AMD,,0.9990,1603.0000,EA,002347,935.00,0.00,,0,0,,,,R9-7900X 4.70GHZ 12 CORE SKT AM5 76MB 170W WOF,13.4000,13.0000,9.2000,CM,KG,CCM,021,B,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,B,,450816,0004,0000,,,19000101,,0,0,0,0,1075.25,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 935, 0.00,Components,Processors,AMD Processors
000000000005609732,R7 7700X 4.50GHZ 8 CORE SKT AM5 40MB 105,,100-100000591WOF,730143314428,NZ01,0000500014,AMD,,0.1000,603.0000,EA,002347,685.00,0.00,,0,0,,,,R7 7700X 4.50GHZ 8 CORE SKT AM5 40MB 105W WOF,12.6000,12.6000,3.8000,CM,KG,CCM,021,B,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,B,,450816,0004,9999,,,19000101,,0,0,0,0,787.75,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 685, 0.00,Components,Processors,AMD Processors
000000000005609733,R5 7600x 4.70GHZ 6 CORE SKT AM5 38MB 105,,100-100000593WOF,730143314442,NZ01,0000500014,AMD,,0.1000,572.0000,EA,002347,525.00,0.00,,200,0,,,,R5 7600x 4.70GHZ 6 CORE SKT AM5 38MB 105W WOF,12.6000,12.6000,3.6000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,9999,,,19000101,,0,0,0,0,603.75,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,200,0,,,Z01,NZ,0,, 0,, 525, 0.00,Components,Processors,AMD Processors
000000000005616073,THREADRIPPER PRO 5955WX Single Pack Tray,,100-000000447,,NZ01,0000500014,AMD,,0.9990,0.0000,EA,002347,2191.33,0.00,,0,0,,,,Threadripper PRO 5955WX SP3 4.5GHZ SKT SWRX8 72MB TRAY SP,0.0000,0.0000,0.0000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0000,0000,,,19000101,,0,0,0,0,2520.03,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 2191.33, 0.00,Components,Processors,AMD Processors
000000000005664880,RYZEN 5 3600 WITH WRAITH STEALTH COOLER,,100-100000031SBX,,NZ01,0000500014,AMD,,0.9990,0.0000,EA,002347,239.00,0.00,,0,0,,,,RYZEN 5 3600 WITH WRAITH STEALTH COOLER,0.0000,0.0000,0.0000,CM,KG,CCM,021,C,,,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0000,0000,,,19000101,,0,0,0,0,274.85,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 239, 0.00,Components,Processors,AMD Processors
000000000005680852,RYZEN 9 7900 5.40GHZ 12 CORE SKT AM5 76M,,100-100000590BOX,730143314466,NZ01,0000500014,AMD,,0.9990,2550.0000,EA,002347,748.05,949.00,,0,0,,,,RYZEN 9 7900 5.40GHZ 12 CORE SKT AM5 76MB 65W BOX,13.2000,13.8000,14.0000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0010,0000,,,19000101,,0,0,0,0,860.26,1091.35,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 748.05, 0.00,Components,Processors,AMD Processors
000000000005680853,RYZEN 7 7700 5.30GHZ 8 CORE SKT AM5 40MB,,100-100000592BOX,730143314497,NZ01,0000500014,AMD,,0.9990,2515.0000,EA,002347,539.00,729.00,,0,0,,,,RYZEN 7 7700 5.30GHZ 8 CORE SKT AM5 40MB 65W BOX,13.6000,13.6000,13.6000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0010,0000,,,19000101,,0,0,0,0,619.85,838.35,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 539, 0.00,Components,Processors,AMD Processors
000000000005680854,RYZEN 5 7600 5.20GHZ 6 CORE SKT AM5 38MB,,100-100001015BOX,730143314572,NZ01,0000500014,AMD,,0.2500,1442.0000,EA,002347,379.00,499.00,,190,0,,,,RYZEN 5 7600 5.20GHZ 6 CORE SKT AM5 38MB 65W BOX,12.8000,12.8000,8.8000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0010,9999,,,19000101,,0,0,0,0,435.85,573.85,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,190,0,,,Z01,NZ,0,, 0,, 379, 0.00,Components,Processors,AMD Processors
000000000005721225,RYZEN 9 7950x3D 5.70GHZ 16 CORE SKT AM5,,100-100000908WOF,730143314893,NZ01,0000500014,AMD,,0.2500,1637.0000,EA,002347,1199.00,0.00,,24,0,,,,RYZEN 9 7950x3D 5.70GHZ 16 CORE SKT AM5 144MB 120W WOF,13.0000,13.4000,9.4000,CM,KG,CCM,021,B,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,B,,450816,0004,0000,,,19000101,,0,0,0,0,1378.85,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,24,0,,,Z01,NZ,0,, 0,, 1199, 0.00,Components,Processors,AMD Processors
000000000005721226,RYZEN 9 7900x3D 5.60GHZ 12 CORE SKT AM5,,100-100000909WOF,730143314916,NZ01,0000500014,AMD,,0.9990,1458.0000,EA,002347,1032.23,0.00,,0,0,,,,RYZEN 9 7900x3D 5.60GHZ 12 CORE SKT AM5 140MB 120W WOF,13.5000,12.0000,9.0000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,0000,,,19000101,,0,0,0,0,1187.06,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 1032.23, 0.00,Components,Processors,AMD Processors
000000000005721360,RYZEN 7 7800x3D 5.00GHZ 8 CORE SKT AM5,,100-100000910WOF,730143314930,NZ01,0000500014,AMD,,0.3200,1591.0000,EA,002347,758.32,899.00,,0,0,,,,RYZEN 7 7800x3D 5.00GHZ 8 CORE SKT AM5 104MB 120W WOF,13.2000,13.1000,9.2000,CM,KG,CCM,021,A,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,A,,450816,0004,9999,,,19000101,,0,0,0,0,872.07,1033.85,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,, 0,, 758.32, 0.00,Components,Processors,AMD Processors
000000000005934603,Threadripper 7970X sTR5 32C 5.3GHz 160MB,,100-100001351WOF,730143315760,NZ01,0000500014,AMD,,0.1000,60.0000,EA,002347,4287.35,10348.46,,0,0,,,,Threadripper 7970X sTR5 32C 5.3GHz 160MB 350W WOF,3.0000,4.0000,5.0000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,0000,,,,,0,0,0,0,4930.45,11900.73,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 4287.35, 0.00,Components,Processors,AMD Processors
000000000006261606,RYZEN 7 9700X 5.50GHZ 8 CORE SKT AM5 40M,,100-100001404WOF,730143315593,NZ01,0000500014,AMD,,2.0000,581.0000,EA,002347,589.00,607.83,,0,0,,,,RYZEN 7 9700X 5.50GHZ 8 CORE SKT AM5 40MB 65W RADEON WOF,12.8000,12.6000,3.6000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,0000,,,,,0,0,0,0,677.35,699.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 589, 0.00,Components,Processors,AMD Processors
000000000006261609,RYZEN 9 9900X 5.60GHZ 12 CORE SKT AM5 76,,100-100000662WOF,730143315296,NZ01,0000500014,AMD,,2.0000,3000.0000,EA,002347,766.21,764.35,,0,0,,,,RYZEN 9 9900X 5.60GHZ 12 CORE SKT AM5 76MB 120W RADEON WOF,20.0000,10.0000,15.0000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0032,0000,,,,,0,0,0,0,881.14,879.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 766.21, 0.00,Components,Processors,AMD Processors
000000000006261610,RYZEN 5 9600X 5.40GHZ 6 CORE SKT AM5 38M,,100-100001405WOF,730143315609,NZ01,0000500014,AMD,,2.0000,3000.0000,EA,002347,409.00,477.39,,0,0,,,,RYZEN 5 9600X 5.40GHZ 6 CORE SKT AM5 38MB 65W RADEON WOF,20.0000,10.0000,15.0000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,9999,,,,,0,0,0,0,470.35,549.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 409, 0.00,Components,Processors,AMD Processors
000000000006356822,RYZEN 7 9800X3D 8-CORE PROCESSOR,,100-100001084WOF,,NZ01,0000500014,AMD,,0.0500,548.0000,EA,002347,790.16,1499.05,,0,0,,,,Ryzen 7 9800X3D 8-Core Processor,12.6000,12.8000,3.4000,CM,KG,CCM,021,A,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,A,,450816,0004,9999,,,,,0,0,0,0,908.68,1723.91,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 790.16, 0.00,Components,Processors,AMD Processors
000000000006440894,Amd Ryzen 9900X3D 12 Core Processor,,100-100001368WOF,730143315579,NZ01,0000500014,AMD,,0.0500,540.0000,EA,002347,995.00,0.00,,20,0,,,,Amd Ryzen 9900X3D 12 Core Processor,12.6000,12.6000,3.4000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,9999,,,,,0,0,0,0,1144.25,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,20,,,,Z01,NZ,0,, 0,, 995, 0.00,Components,Processors,AMD Processors
000000000006440895,R9-9950X 3D 5.7GHZ 16 CORE SKT AM5 144MB,,100-100000719WOF,730143315555,NZ01,0000500014,AMD,,0.0900,417.0000,EA,002347,1130.00,0.00,,0,0,,,,R9-9950X 3D 5.7GHZ 16 CORE SKT AM5 144MB 170W WOF,12.2000,12.2000,2.8000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,9999,,,,,0,0,0,0,1299.5,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,0,,,,Z01,NZ,0,, 0,, 1130, 0.00,Components,Processors,AMD Processors
000000000006618528,Threadripper 9970x STR5 32C 5.4GHz 160MB,,100-100001594WOF,730143317566,NZ01,0000500014,AMD,,0.2000,1205.0000,EA,002347,4190.00,0.00,,2,0,,,,Threadripper 9970x STR5 32C 5.4GHz 160MB 350W WOF,12.7000,13.0000,7.3000,CM,KG,CCM,021,C,,IN,,0000500014,211,AMD Components Processors,0000100317,NEW,C,,450816,0004,9999,,,,,0,0,0,0,4818.5,0.00,0,,,,,,,,2320,NZD,,,0,0,STANDARD,STANDARD,2,,,,Z01,NZ,0,, 0,, 4190, 0.00,Components,Processors,AMD Processors
