Brand Text,Product Code,Description,UOM,Dealer Ex GST,Dealer Inc GST,RRP Inc GST,Indent Or Stocked,URL
Australian Monitor,AJ-PREME,PREME Contractor tool Microphone Pre-Amplifier,EACH,$133.34,$153.34,$220.00,S,https://amber.co.nz/microphone-pre-amp-preme-australian-monitor
Australian Monitor,AJ-TRUEBLU,TRUEBLU Contractor tool Bluetooth Receiver Programmable RS232,EACH,$259.11,$297.98,$425.00,S,https://amber.co.nz/bluetooth-receiver-trueblu-australian-monitor
Australian Monitor,AJ-WP-BREAKOUT,WP-BREAKOUT Wall Panel Breakout Box,EACH,$144.98,$166.73,$240.00,S,https://amber.co.nz/wall-panel-accessory-box-wp-breakout-australian-monitor
Australian Monitor,AJ-WPBT-B,WPBT-B Wall Panel Bluetooth Receiver Programmable Black,EACH,$209.03,$240.38,$345.00,S,https://amber.co.nz/bluetooth-wall-panel-black-hpm-wpbt-b-australian-monitor
Australian Monitor,AJ-WPBT-W,WPBT-W Wall Panel Bluetooth Receiver Programmable White,EACH,$209.03,$240.38,$345.00,S,https://amber.co.nz/bluetooth-wall-panel-white-hpm-wpbt-w-australian-monitor
Australian Monitor,AJ-ZONEDOUT,ZONEDOUT Contractor tool 6 Zone Constant Voltage Switcher,EACH,$86.76,$99.77,$145.00,S,https://amber.co.nz/speaker-switcher-6zone-zonedout-australian-monitor
Australian Monitor,AJ-DP8M,DP8M Digipage 8 Zone Paging Station,EACH,$484.68,$557.38,$899.00,S,https://amber.co.nz/digipage-8-zone-paging-station-dp8m-australian-monitor
Australian Monitor,AJ-DPJR,DPJR 8 Zone Paging & BGM System,EACH,"$1,541.37","$1,772.58","$2,859.00",S,https://amber.co.nz/8-zone-paging-and-bgm-system-dpjr-australian-monitor
Australian Monitor,AJ-DPRMB,DPRMB Digipage Remote Select/Vol. Bl,EACH,$171.98,$197.78,$319.00,S,https://amber.co.nz/digipage-remote-select~vol~-bl-dprmb-australian-monitor
Australian Monitor,AJ-DPRMW,DPRMW Digipage Remote Select/Vol Whi,EACH,$171.98,$197.78,$319.00,S,https://amber.co.nz/digipage-remote-select~vol-whi-dprmw-australian-monitor
Australian Monitor,AJ-Z624,Z624 Four Zone Matrix Mixer 6 mic/line inputs 4 line outputs,EACH,"$1,010.12","$1,161.64","$1,660.00",S,https://amber.co.nz/z624-four-zone-matrix-mixer-6-mic~line-inputs-4-line-outputs
Australian Monitor,AJ-Z624PS,Z624PS Paging station for Z624 4 zone matrix mixer,EACH,$464.69,$534.39,$765.00,S,https://amber.co.nz/z624ps-paging-station-for-z624-4-zone-matrix-mixer
Australian Monitor,AJ-ZMPS,ZMps Paging Station ZONEMIX,EACH,$418.64,$481.44,$690.00,S,https://amber.co.nz/zonemix-paging-station-zmps-australian-monitor
Australian Monitor,AJ-ZONEMIX4,ZONEMIX4 Zone Mixer 6 Input 4 Output 1RU,EACH,"$1,222.16","$1,405.48","$2,010.00",S,https://amber.co.nz/zone-controller-4-zone-zonemix4-australian-monitor
Australian Monitor,AJ-ZONEMIX8,ZONEMIX8 Zone Mixer 6 Input 8 Output 1RU,EACH,"$1,594.81","$1,834.03","$2,620.00",S,https://amber.co.nz/zone-controller-8-zone-zonemix8-australian-monitor
Australian Monitor,AJ-ATC4026,ATC4026 Loom 8 x Female 3-Pin XLR to 8 x Male 3-Pin XLR 15M,EACH,$145.02,$166.77,$269.00,S,https://amber.co.nz/loom-8way-xlr-xlr-15m-atc4026-australian-monitor
Australian Monitor,AJ-ATC7000,ATC7000 Microphone Lead 3-Pin Male XLR to 3-Pin Female XLR 0.9M,EACH,$8.15,$9.37,$14.00,S,https://amber.co.nz/mic-lead-xlr-xlr-0~9m-atc7000-australian-monitor
Australian Monitor,AJ-ATC7005,ATC7005 Microphone Lead 3-Pin Male XLR to 3-Pin Female XLR 2M,EACH,$9.32,$10.72,$16.00,S,https://amber.co.nz/mic-lead-xlr-xlr-2m-atc7005-australian-monitor
Australian Monitor,AJ-ATC7010,ATC7010 Microphone Lead 3-Pin Male XLR to 3-Pin Female XLR 6M,EACH,$16.89,$19.42,$28.00,S,https://amber.co.nz/mic-lead-xlr-xlr-6m-atc7010-australian-monitor
Australian Monitor,AJ-ATC7020,ATC7020 Microphone Lead 3-Pin Male XLR to 3-Pin Female XLR 10M,EACH,$20.38,$23.44,$34.00,S,https://amber.co.nz/mic-lead-xlr-xlr-9~1m-atc7020-australian-monitor
Australian Monitor,AJ-ATC7025,ATC7025 Microphone Lead 3-Pin Male XLR to 3-Pin Female XLR 20M,EACH,$36.10,$41.52,$60.00,S,https://amber.co.nz/mic-lead-xlr-xlr-20m-atc7025-australian-monitor
Australian Monitor,AJ-ATC7030,ATC7030 Microphone Lead 3-Pin Female XLR to 6.35mm Mono Jack 9.1M,EACH,$18.05,$20.76,$30.00,S,https://amber.co.nz/mic-lead-xlrf-6~35mm-jack-9~1m-atc7030-australian-monitor
Australian Monitor,AJ-ATC7031,ATC7031 Microphone Lead 3-Pin Female XLR to 6.35mm Mono Jack 0.9M,EACH,$8.15,$9.37,$14.00,S,https://amber.co.nz/mic-lead-xlrf-6~35mm-jack-0~9m-atc7031-australian-monitor
Australian Monitor,AJ-ATC7032,ATC7032 Patch Lead 3-Pin Female XLR to 6.35mm TRS Stereo Jack 0.9M,EACH,$6.99,$8.04,$12.00,S,https://amber.co.nz/patch-lead-xlrf-trs-jack-0~9m-atc7032-australian-monitor
Australian Monitor,AJ-ATC7033,ATC7033 Patch Lead 3-Pin Female XLR to 6.35mm TRS Stereo Jack 6M,EACH,$17.47,$20.09,$29.00,S,https://amber.co.nz/mic-lead-xlrf-trs-jack-6m-atc7033-australian-monitor
Australian Monitor,AJ-ATC7034,ATC7034 Patch Lead 3-Pin Male XLR to 6.35mm TRS Stereo Jack 0.9M,EACH,$6.99,$8.04,$12.00,S,https://amber.co.nz/patch-lead-xlrm-trs-jack-0~9m-atc7034-australian-monitor
Australian Monitor,AJ-ATC7040,ATC7040 Patch Lead 6.35mm Mono TS Jack to 6.35mm Mono TS Jack 6M,EACH,$19.80,$22.77,$33.00,S,https://amber.co.nz/patch-lead-ts-jack-ts-jack-6m-atc7040-australian-monitor
Australian Monitor,AJ-ATC7041,ATC7041 Patch Lead 6.35mm Mono TS Jack to 6.35mm Mono TS Jack 0.9M,EACH,$8.15,$9.37,$14.00,S,https://amber.co.nz/patch-lead-jack-jack-0~9m-atc7041-australian-monitor
Australian Monitor,AJ-ATC7044,ATC7044 Patch Lead 3.5mm TRS Jack to 3.5mm TRS Jack 6.5M,EACH,$8.74,$10.05,$14.50,S,https://amber.co.nz/patch-lead-3~5mm-jack-4~5m-atc7044-australian-monitor
Australian Monitor,AJ-ATC7045,ATC7045 Patch Lead 6.35mm TRS Jack to 6.35mm TRS Jack 3M,EACH,$12.24,$14.08,$20.00,S,https://amber.co.nz/patch-lead-trsjack-trsjack-3m-atc7045-australian-monitor
Australian Monitor,AJ-ATC7050,ATC7050 Instrument Lead 6.35mm Mono TS Jack to 6.35mm Mono TS Jack 6M,EACH,$17.46,$20.08,$29.00,S,https://amber.co.nz/instrument-lead-jack-jack-6m-atc7050-australian-monitor
Australian Monitor,AJ-ATC7051,ATC7051 Instrument Lead 6.35mm Mono TS Jack to 6.35mm Mono TS Jack 3M,EACH,$12.81,$14.73,$22.00,S,https://amber.co.nz/instrument-lead-jack-jack-3m-atc7051-australian-monitor
Australian Monitor,AJ-ATC7060,ATC7060 Patch Lead 2 x 6.35mm Mono TS Jacks to 1 x 6.35mm Stereo TRS Jack 4.5M,EACH,$13.39,$15.40,$24.00,S,https://amber.co.nz/insert-lead-2jack-trsjack-4~5m-atc7060-australian-monitor
Australian Monitor,AJ-ATC7061,ATC7061 Patch Lead 2 x 6.35mm Mono TS Jacks to 1 x 3.5mm Stereo TRS Jack 4.5M,EACH,$15.14,$17.41,$25.00,S,https://amber.co.nz/patch-lead-2xjack-3~5jack-4~5m-atc7061-australian-monitor
Australian Monitor,AJ-ATC7070,ATC7070 Dual RCA to Dual RCA 3M,EACH,$14.56,$16.74,$24.00,S,https://amber.co.nz/signal-lead-dualrca-dualrca-3m-atc7070-australian-monitor
Australian Monitor,AJ-ATC7071,ATC7071 Dual RCA to Dual RCA 5M,EACH,$8.62,$9.91,$16.00,S,https://amber.co.nz/signal-lead-dualrca-dualrca-5m-atc7071-australian-monitor
Australian Monitor,AJ-ATC7076,ATC7076 Single RCA to 3.5mm Mono TS Jack 1M,EACH,$7.01,$8.06,$13.00,S,https://amber.co.nz/signal-lead-3~5jack-rca-3m-atc7076-australian-monitor
Australian Monitor,AJ-ATC7092,ATC7092 Patch Lead 2 x RCA to 3.5mm Stereo TRS Jack 3M,EACH,$9.32,$10.72,$16.00,S,https://amber.co.nz/patch-lead-2rca-3~5mmjack-3m-atc7092-australian-monitor
Australian Monitor,AJ-ATC7620,ATC7620 Speaker Lead 4-Pole Twist Lock to 4-Pole Twist Lock 15M,EACH,$57.65,$66.30,$95.00,S,https://amber.co.nz/speaker-lead-4pole-4pole-15m-atc7620-australian-monitor
Australian Monitor,AJ-ATC7621,ATC7621 Speaker Lead 4-Pole Twist Lock to 4-Pole Twist Lock 2M,EACH,$20.38,$23.44,$34.00,S,https://amber.co.nz/speaker-lead-4pole-4pole-2m-atc7621-australian-monitor
Australian Monitor,AJ-ATC7625,ATC7625 Speaker Lead 4-Pole Twist Lock to 4-Pole Twist Lock 25M,EACH,$86.76,$99.77,$160.00,S,https://amber.co.nz/speaker-lead-4pole-4pole-25m-atc7625-australian-monitor
Australian Monitor,AJ-ATC7640,ATC7640 Speaker Lead 4-Pole Twist Lock to 4-Pole Twist Lock 10M,EACH,$57.65,$66.30,$95.00,S,https://amber.co.nz/speaker-lead-4pole-4pole-10m-atc7640-australian-monitor
Australian Monitor,AJ-ATC7650,ATC7650 Speaker Lead 4-Pole Twist Lock to 6.35mm Mono TS Jack 15M,EACH,$57.65,$66.30,$95.00,S,https://amber.co.nz/speaker-lead-4pole-jack-15m-atc7650-australian-monitor
Australian Monitor,AJ-DMX5-1,DMX5-1 DMX Lead 5-Pin Female XLR to 5-Pin Male XLR 1M,EACH,$8.15,$9.37,$14.00,S,https://amber.co.nz/dmx-lead--1-metre-dmx5-1-australian-monitor
Australian Monitor,AJ-DMX5-10,DMX5-10 DMX Lead 5-Pin Female XLR to 5-Pin Male XLR 10M,EACH,$32.03,$36.83,$53.00,S,https://amber.co.nz/dmx-lead--10-metre-dmx5-10-australian-monitor
Australian Monitor,AJ-DMX5-2,DMX5-2 DMX Lead 5-Pin Female XLR to 5-Pin Male XLR 2M,EACH,$12.81,$14.73,$22.00,S,https://amber.co.nz/dmx-lead--2-metre-dmx5-2-australian-monitor
Australian Monitor,AJ-DMX5-20,DMX5-20 DMX Lead 5-Pin Female XLR to 5-Pin Male XLR 20M,EACH,$50.07,$57.58,$82.00,S,https://amber.co.nz/dmx-lead--20-metre-dmx5-20-australian-monitor
Australian Monitor,AJ-DMX5-5,DMX5-5 DMX Lead 5-Pin Female XLR to 5-Pin Male XLR 5M,EACH,$18.06,$20.77,$30.00,S,https://amber.co.nz/dmx-lead--5-metre-dmx5-5-australian-monitor
Australian Monitor,AJ-HD-10,Hdmi Lead 10M HD-10 Australian Monitor,EACH,$85.72,$98.58,$159.00,S,https://amber.co.nz/hdmi-lead-10m-hd-10-australian-monitor
Australian Monitor,AJ-HD-5,HD-5 HDMI Lead 5M,EACH,$8.63,$9.92,$16.00,S,https://amber.co.nz/hdmi-lead-5m-hd-5-australian-monitor
Australian Monitor,AJ-AM15200DIB,AM15200DIB Speaker Cable Double Insulated 2 x 1.5mm 200M Roll Brown,EACH,$456.25,$524.69,$750.00,S,https://amber.co.nz/spk-cable-dbl-ins-1~5mm-200m-b-am15200dib-australian-monitor
Australian Monitor,AJ-AM75250W,AM75250W Speaker Cable Fig 8 2 x 0.75mm 250M Roll White,EACH,$155.81,$179.18,$289.00,S,https://amber.co.nz/spk-cable-fig-8-0~75mm-250m-wh-am75250w-australian-monitor
Australian Monitor,AJ-ATC8000,ATC8000 Microphone Cable Flexible 100M Roll Black,EACH,$150.80,$173.42,$250.00,S,https://amber.co.nz/mic-cable-flexible-100m-atc8000-australian-monitor
Australian Monitor,AJ-ATC8010,ATC8010 Microphone Cable Install 100M Roll Black,EACH,$150.80,$173.42,$250.00,S,https://amber.co.nz/mic-cable-instal-100m-atc8010-australian-monitor
Australian Monitor,AJ-ATC8050,ATC8050 Pro Speaker Cable 2 x 1.5mm 100M Roll Black,EACH,$308.01,$354.21,$505.00,S,https://amber.co.nz/speaker-cable-2x1~5mm-100m-atc8050-australian-monitor
Australian Monitor,AJ-ATC8055,ATC8055 Pro Speaker Cable 2 x 2.5mm 100M Roll Black,EACH,$459.40,$528.31,$755.00,S,https://amber.co.nz/speaker-cable-2x2~5mm-100m-atc8055-australian-monitor
Australian Monitor,AJ-ATC8060,ATC8060 Pro Speaker Cable 4 x 2.5mm 100M Roll Black,EACH,$884.47,"$1,017.14","$1,455.00",S,https://amber.co.nz/speaker-cable-4x2~5mm-100m-atc8060-australian-monitor
Australian Monitor,AJ-DMXINSCAB,DMXINSCAB DMX Lighting Control Cable 4 Core With Shield 100M Roll Black,EACH,$249.78,$287.25,$410.00,S,https://amber.co.nz/lighting-install-cable-100m-dmxinscab-australian-monitor
Australian Monitor,AJ-AMISLSB2,AMISLSB2 Speaker Wall Bracket 35mm Pole Mount,EACH,$100.22,$115.25,$165.00,S,https://amber.co.nz/wall-speaker-bracket-amislsb2-australian-monitor
Australian Monitor,AJ-ATC101,ATC101 Mini Tripod Stand With Boom Arm,EACH,$57.64,$66.29,$95.00,S,https://amber.co.nz/mini-tripod-stand-with-boom-ar-atc101-australian-monitor
Australian Monitor,AJ-ATC1250,ATC1250 Microphone clip spring loaded,EACH,$3.77,$4.34,$7.00,S,https://amber.co.nz/microphone-clip-spring-loaded-atc1250-australian-monitor
Australian Monitor,AJ-ATC203,ATC203 Floor Tripod Stand With Boom Arm,EACH,$51.81,$59.58,$86.00,S,https://amber.co.nz/floor-tripod-standwith-boom-atc203-australian-monitor
Australian Monitor,AJ-ATC303,ATC303 Tripod Speaker Stand 30Kg Max Adjustable,EACH,$80.94,$93.08,$135.00,S,https://amber.co.nz/tripod-speaker-stand-atc303-australian-monitor
Australian Monitor,AJ-ATC304,ATC304 Tripod Speaker Stand 100Kg Max Adjustable,EACH,$104.22,$119.85,$170.00,S,https://amber.co.nz/speaker-stand-atc304-australian-monitor
Australian Monitor,AJ-ATC305,ATC305 Tripod Speaker Stand 80Kg Max Winch-Up,EACH,$238.14,$273.86,$390.00,S,https://amber.co.nz/winch-up-stand-atc305-australian-monitor
Australian Monitor,AJ-ATC310,ATC310 Pole Adaptor Telescopic,EACH,$19.81,$22.78,$33.00,S,https://amber.co.nz/pole-adaptor-atc310-australian-monitor
Australian Monitor,AJ-ATC401,ATC401 Desk Microphone Stand,EACH,$18.06,$20.77,$30.00,S,https://amber.co.nz/desk-stand-atc401-australian-monitor
Australian Monitor,AJ-ATC404,ATC404 Floor Microphone Round Base,EACH,$69.29,$79.68,$115.00,S,https://amber.co.nz/floor-stand-round-base-atc404-australian-monitor
Australian Monitor,AJ-ATC9222,ATC9222 Stand Bag,EACH,$17.47,$20.09,$29.00,S,https://amber.co.nz/stand-bag-atc9222-australian-monitor
Australian Monitor,AJ-AVL6305SD,AVL6305SD Desk Microphone Stand PTL and PTT Switches Black,EACH,$159.12,$182.99,$260.00,S,https://amber.co.nz/heavy-duty-mic-base-with-ptt-and-lock-switch-avl6305sd-australian-monitor
Australian Monitor,AJ-INT12,INT12 Equipment Rack 12RU Wall Mount,EACH,$360.42,$414.48,$590.00,S,https://amber.co.nz/equipment-rack-12ru-wall-int12-australian-monitor
Australian Monitor,AJ-INT18,INT18 Equipment Rack 18RU Floor Mount 3Carton,EACH,$925.21,"$1,063.99","$1,520.00",S,https://amber.co.nz/equipment-rack-18ru-floor-int18-australian-monitor
Australian Monitor,AJ-INT32,INT32 Equipment Rack 32RU Floor Mount 3Carton,EACH,"$1,425.95","$1,639.84","$2,345.00",S,https://amber.co.nz/equipment-rack-32ru-floor-int32-australian-monitor
Australian Monitor,AJ-INT45,INT45 Equipment Rack 45RU Floor Mount 3Carton,EACH,"$1,641.39","$1,887.60","$2,695.00",S,https://amber.co.nz/equipment-rack-45ru-floor-int45-australian-monitor
Australian Monitor,AJ-INT6,INT6 Equipment Rack 6RU Wall Mount,EACH,$313.84,$360.92,$515.00,S,https://amber.co.nz/equipment-rack-6ru-wall-int6-australian-monitor
Australian Monitor,AJ-INTPWB,INTPWB Power Distribution Panel 6 x AU Sockets 1RU,EACH,$142.52,$163.90,$235.00,S,https://amber.co.nz/power-distribution-unit--6xau-intpwb-australian-monitor
Australian Monitor,AJ-RNRDR2U,RNRDR2U Roadcase 19inch  2RU rack draw,EACH,$150.80,$173.42,$250.00,S,https://amber.co.nz/roadcase-19-2ru-drawer-rnrdr2u-australian-monitor
Australian Monitor,AJ-RNRDR3U,RNRDR3U Roadcase 19inch  3RU rack draw,EACH,$162.44,$186.81,$265.00,S,https://amber.co.nz/roadcase-19-3ru-drawer-rnrdr3u-australian-monitor
Australian Monitor,AJ-SR4WS,SR4WS 4 Wheel Set Suits SRF10 SRF18 & SRF21,EACH,$41.93,$48.22,$69.00,S,https://amber.co.nz/4-wheel-set~-suit-sr10-and-sr21-sr4ws-australian-monitor
Australian Monitor,AJ-SRBP,SRBP Bottom Panel Set For SRF Racks,EACH,$38.43,$44.19,$64.00,S,https://amber.co.nz/bottom-panel-set-srbp-australian-monitor
Australian Monitor,AJ-SRBP1,SRBP1 Blank Panel 1RU Black,EACH,$9.89,$11.37,$16.50,S,https://amber.co.nz/blank-panel-1ru-black-srbp1-australian-monitor
Australian Monitor,AJ-SRBP2,SRBP2 Blank Panel 2RU Black,EACH,$13.39,$15.40,$22.00,S,https://amber.co.nz/blank-panel-2ru-black-srbp2-australian-monitor
Australian Monitor,AJ-SRBP3,SRBP3 Blank Panel 3RU Black,EACH,$18.05,$20.76,$30.00,S,https://amber.co.nz/blank-panel-3ru-black-srbp3-australian-monitor
Australian Monitor,AJ-SRCD10,SRCD10 10 RU Clear Door Suits SRF10,EACH,$144.98,$166.73,$240.00,S,https://amber.co.nz/10-ru-clear-door-srcd10-australian-monitor
Australian Monitor,AJ-SRCD18,SRCD18 18 RU Clear Door Suits SRF18,EACH,$197.39,$227.00,$325.00,S,https://amber.co.nz/18-ru-clear-door-srcd18-australian-monitor
Australian Monitor,AJ-SRCD21,SRCD21 21 RU Clear Door Suits SRF21,EACH,$226.50,$260.48,$370.00,S,https://amber.co.nz/21-ru-clear-door-srcd21-australian-monitor
Australian Monitor,AJ-SRF10,SRF10 10 RU Rack Frame,EACH,$189.23,$217.61,$310.00,S,https://amber.co.nz/10-ru-rack-frame-srf10-australian-monitor
Australian Monitor,AJ-SRF10-KIT,SRF10-Kit 10 RU SRF10 Kit,EACH,$503.92,$579.51,$830.00,K,https://amber.co.nz/10ru-srf10-kit-srf10-kit-australian-monitor
Australian Monitor,AJ-SRF18,SRF18 18 RU Rack Frame,EACH,$220.68,$253.78,$365.00,S,https://amber.co.nz/18-ru-rack-frame-srf18-australian-monitor
Australian Monitor,AJ-SRF18-KIT,SRF18-Kit 18RU SRF18 Kit,EACH,$605.71,$696.57,$995.00,K,https://amber.co.nz/18ru-srf18-kit-srf18-kit-australian-monitor
Australian Monitor,AJ-SRF21,SRF21 21 RU Rack Frame,EACH,$267.27,$307.36,$440.00,S,https://amber.co.nz/21-ru-rack-frame-srf21-australian-monitor
Australian Monitor,AJ-SRF21-KIT,SRF21-Kit 21 RU SRF21 Kit,EACH,$705.28,$811.07,"$1,160.00",K,https://amber.co.nz/21ru-srf21-kit-srf21-kit-australian-monitor
Australian Monitor,AJ-SRNBW20,SRNBW20 Cage Nuts Set Of 20,EACH,$33.20,$38.18,$54.00,S,https://amber.co.nz/cage-nuts-set-of-20-srnbw20-australian-monitor
Australian Monitor,AJ-SRPS10,SRPS10 10 RU Panel Set Suits SRF10,EACH,$115.87,$133.25,$190.00,S,https://amber.co.nz/10-ru-panel-set-srps10-australian-monitor
Australian Monitor,AJ-SRPS18,SRPS18 18 RU Panel Set Suits SRF18,EACH,$139.16,$160.03,$230.00,S,https://amber.co.nz/18-ru-panel-set-srps18-australian-monitor
Australian Monitor,AJ-SRPS21,SRPS21 21 RU Panel Set Suits SRF21,EACH,$168.27,$193.51,$275.00,S,https://amber.co.nz/21-ru-panel-set-srps21-australian-monitor
Australian Monitor,AJ-SRSCC2,SRSCC2 Security Cover 2RU Clear,EACH,$33.20,$38.18,$62.00,S,https://amber.co.nz/security-cover-2ru-clear-srscc2-australian-monitor
Australian Monitor,AJ-SRSCP2,SRSCP2 Security Cover 2RU Perforated,EACH,$33.19,$38.17,$54.00,S,https://amber.co.nz/security-cover-2ru-perforated-srscp2-australian-monitor
Australian Monitor,AJ-SRT1,SRT1 Rack Tray 1RU Black,EACH,$41.91,$48.20,$69.00,S,https://amber.co.nz/rack-tray-1ru-black-srt1-australian-monitor
Australian Monitor,AJ-SRT2,SRT2 Rack Tray 2RU Black,EACH,$57.06,$65.62,$95.00,S,https://amber.co.nz/rack-tray-2ru-black-srt2-australian-monitor
Australian Monitor,AJ-SRVP1,SRVP1 Vent Panel 1RU Black,EACH,$13.39,$15.40,$22.00,S,https://amber.co.nz/vent-panel-1ru-black-srvp1-australian-monitor
Australian Monitor,AJ-SRVP2,SRVP2 Vent Panel 2RU Black,EACH,$18.05,$20.76,$30.00,S,https://amber.co.nz/vent-panel-2ru-black-srvp2-australian-monitor
Australian Monitor,AJ-RC1,Attenuator A500K ohms RC1 Australian Monitor,EACH,$66.00,$75.90,$119.00,S,https://amber.co.nz/attenuator-500kohms-rc1-australian-monitor
Australian Monitor,AJ-RMA1006,RMA1006 Attenuator 6 x 100W Rack Mount,EACH,$505.98,$581.88,$830.00,S,https://amber.co.nz/attenuator-6x100w-rack-mount-rma1006-australian-monitor
Australian Monitor,AJ-RMA256,RMA256 Attenuator 6 x 25W Rack Mount,EACH,$377.89,$434.57,$620.00,S,https://amber.co.nz/attenuator-6x25w-rack-mount-rma256-australian-monitor
Australian Monitor,AJ-VC10,VC10 Wall Panel Volume Control 10W,EACH,$57.64,$66.29,$95.00,S,https://amber.co.nz/10-watt-100v-attenuator-hpm-with-relay-vc10-australian-monitor
Australian Monitor,AJ-VC100,VC100 Wall Panel Volume Control 100W,EACH,$75.11,$86.38,$125.00,S,https://amber.co.nz/100-watt-100v-attenuator-hpm-with-relay-vc100-australian-monitor
Australian Monitor,AJ-VC25,VC25 Wall Panel Volume Control 25W,EACH,$63.46,$72.98,$105.00,S,https://amber.co.nz/25-watt-100v-attenuator-hpm-with-relay-vc25
Australian Monitor,AJ-VC50,VC50 Wall Panel Volume Control 50W,EACH,$69.28,$79.67,$115.00,S,https://amber.co.nz/50-watt-100v-attenuator-hpm-with-relay-vc50-australian-monitor
Australian Monitor,AJ-VC-LIN,VC-Lin Wall Panel Linear Attenuator 500KOhm,EACH,$69.29,$79.68,$115.00,S,https://amber.co.nz/linear-500k-potentiometer-hpm-vc-lin-australian-monitor
Australian Monitor,AJ-VC-LOG,VC-LOG Wall Panel Logarithmic Attenuator 500KOhm,EACH,$69.29,$79.68,$115.00,S,https://amber.co.nz/logarithmic-500k-potentiometer-hpm-vc-log-australian-monitor
Australian Monitor,AJ-WP10-B,WP10-B Wall Panel 10 Button Black,EACH,$174.10,$200.22,$285.00,S,https://amber.co.nz/10-button-wall-cont-panel-blk-hpm-wp10-b-australian-monitor
Australian Monitor,AJ-WP10-W,WP10-W Wall Panel 10 Button White,EACH,$174.10,$200.22,$285.00,S,https://amber.co.nz/10-button-wall-cont-panel-wht-hpm-wp10-w-australian-monitor
Australian Monitor,AJ-WP2XLR,WP2XLR Wall Panel Dual XLR Input White,EACH,$63.47,$72.99,$105.00,S,https://amber.co.nz/dual-female-xlr-wallplate-hpm-wp2xlr-australian-monitor
Australian Monitor,AJ-WP4R-B,WP4R-B Wall Panel 4 Button And Volume Black,EACH,$174.10,$200.22,$285.00,S,https://amber.co.nz/4-button-wall-cont-panel-black-hpm-wp4r-b-australian-monitor
Australian Monitor,AJ-WP4R-W,WP4R-W Wall Panel 4 Button And Volume White,EACH,$174.10,$200.22,$285.00,S,https://amber.co.nz/4-button-wall-cont-panel-white-hpm-wp4r-w-australian-monitor
Australian Monitor,AJ-WPML-B,WPML-B Wall Panel Mic/Line Input Black,EACH,$139.16,$160.03,$230.00,S,https://amber.co.nz/mic~line-wplate-xlr-rca-3~5-bl-hpm-wpml-b-australian-monitor
Australian Monitor,AJ-WPML-W,WPML-W Wall Panel Mic/Line Input White,EACH,$139.16,$160.03,$230.00,S,https://amber.co.nz/mic~line-wplate-xlr-rca-3~5-wh-hpm-wpml-w-australian-monitor
Australian Monitor,AJ-WPTLOCK,WPTLOCK Wall Panel Twistlock White,EACH,$80.94,$93.08,$135.00,S,https://amber.co.nz/single-speakon-wall-plate-hpm-wptlock-australian-monitor
Australian Monitor,AJ-WPVOL-B,WPVOL-B Wall Panel Volume Control Black,EACH,$139.16,$160.03,$230.00,S,https://amber.co.nz/wall-mount-vol-control-black-hpm-wpvol-b-australian-monitor
Australian Monitor,AJ-WPVOL-W,WPVOL-W Wall Panel Volume Control White,EACH,$139.16,$160.03,$230.00,S,https://amber.co.nz/wall-mount-vol-control-white-hpm-wpvol-w-australian-monitor
Australian Monitor,AJ-WPXLR,WPXLR Wall Panel XLR Input White,EACH,$51.83,$59.60,$86.00,S,https://amber.co.nz/female-xlr-wall-plate-white-hpm-wpxlr-australian-monitor
Australian Monitor,AJ-LHD35,LHD35 Large Horn Driver 35W 100V/16Ohm,EACH,$144.98,$166.73,$240.00,S,https://amber.co.nz/horn-driver-35w-100v-lhd35-australian-monitor
Australian Monitor,AJ-LHD60,LHD60 Large Horn Driver 60W 100V/16Ohm,EACH,$150.80,$173.42,$250.00,S,https://amber.co.nz/horn-driver-60w-100v-lhd60-australian-monitor
Australian Monitor,AJ-LHF16,LHF16 Horn Flare Round 40cm,EACH,$111.95,$128.74,$185.00,S,https://amber.co.nz/horn-flare-round-lhf16-australian-monitor
Australian Monitor,AJ-LHF16K,LHF16K Horn Flare Rectangular 40 x 24cm,EACH,$127.52,$146.65,$210.00,K,https://amber.co.nz/horn-flare-rectangular-lhf16k-australian-monitor
Australian Monitor,AJ-MP30,MP30 Music Horn Speaker 30W 100V/8Ohm IP65,EACH,$121.69,$139.94,$200.00,S,https://amber.co.nz/music-horn-30w-ip65-mp30-australian-monitor
Australian Monitor,AJ-MPH5300,MPH5300 Paging Horn Speaker 30W 100V IP66,EACH,$221.14,$254.31,$365.00,S,https://amber.co.nz/horn-speaker-30w-100v-ip66-mph5300-australian-monitor
Australian Monitor,AJ-SH10,SH10 Paging Horn Speaker 10W 100V/8Ohm White,EACH,$71.85,$82.63,$120.00,S,https://amber.co.nz/horn-speaker-10w-100v-and-8-ohm-sh10-australian-monitor
Australian Monitor,AJ-SH15,SH15 Paging Horn Speaker 15W 100V/8Ohm White,EACH,$112.08,$128.89,$185.00,S,https://amber.co.nz/horn-speaker-15w-100v-and-8ohm-sh15-australian-monitor
Australian Monitor,AJ-SH30,SH30 Paging Horn Speaker 30W 100V/8Ohm White,EACH,$135.81,$156.18,$225.00,S,https://amber.co.nz/horn-speaker-30w-100v-and-8ohm-sh30-australian-monitor
Australian Monitor,AJ-AMHEAVYG,AMHEAVYG Gooseneck Microphone Dynamic Supercardiod Heavy Duty Push to Talk,EACH,$136.32,$156.77,$225.00,S,https://amber.co.nz/gooseneck-mic-h~duty-switched-amheavyg-australian-monitor
